DIRECTORATE,SUB DIRECTORTE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,ACCOUNT TYPE
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,30/06/2020,102636,CJ Contract Travel Services Limited,"1,301.40",Revenue
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,30/06/2020,102636,Empowering Learning Limited,"1,460.55",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Grangelodge Residential Home Limited t/a Grangelodge,553.66,Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,30/06/2020,216002,Invacare Limited,"1,521.60",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,216179,Grangelodge Residential Home Limited t/a Grangelodge,851.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Accomplish Group Limited t/a Ty Bradwen,"1,755.30",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218321,Hafod Housing Association Limited,645.50,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,30/06/2020,303900,Burner Efficiency Services Limited,527.62,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,30/06/2020,303900,Burner Efficiency Services Limited,850.06,Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,30/06/2020,303931,G.P.H.I.T (Integrated Services) Limited,"2,058.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,30/06/2020,303950,Cardiff Lift Company Limited,"1,387.79",Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,30/06/2020,305988,G.P.H.I.T (Integrated Services) Limited,"4,100.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,30/06/2020,325892,Centregreat Limited,"1,621.95",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,30/06/2020,333510,Ace Site Services (UK) Limited,"1,450.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,30/06/2020,333550,Avonmore Associates Limited,750.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,30/06/2020,365763,Reach Publishing Services Limited,632.70,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,30/06/2020,400043,House-On-The-Hill Software Limited,"2,840.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,30/06/2020,409101,SAM Drylining Limited,"-13,339.43",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,30/06/2020,409101,SAM Drylining Limited,"11,831.86",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,30/06/2020,409102,Care & Repair Home Improvement Services Limited,501.10,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,30/06/2020,409102,Care & Repair Home Improvement Services Limited,516.74,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,30/06/2020,420220,Capita Business Services Limited,"3,857.80",Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,30/06/2020,306002,Michael Bryl & Ptn T/A CW Facilities Management,557.35,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,30/06/2020,102593,Cardiff & Vale College,"2,076.28",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,30/06/2020,400051,Cabinet Office,"3,622.90",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215022,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,634.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215022,Ely Court Care Limited t/a Ely Court Care Home,"7,813.62",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,J and P Residential Homes Limited T/A Monkstone House,501.68,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,501.91,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Springbank Care Home Limited T/A Springbank Nursing Home,502.44,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Sunshine Care Limited t/a The Retreat Care Home,503.09,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Hebron Hall Limited,503.56,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,HC-One Limited t/a Glanffrwd Care Home,507.93,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,509.31,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Waverley Care Centre Limited,512.46,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Springbank Care Home Limited T/A Springbank Nursing Home,512.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,515.11,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Waverley Care Centre Limited,515.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,June Zehetmayr t/a Tower Hill Residential Home,519.03,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,519.31,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,The Royal Masonic Benevolent Institution Care Company T/A Albert Edward Prince of Wales Court,519.85,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,532.06,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,MHA Care Group t/a Morel Court,532.10,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,534.45,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,535.89,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Hebron Hall Limited,536.47,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,537.65,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Springbank Care Home Limited T/A Springbank Nursing Home,537.74,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,538.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,541.88,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Waverley Care Centre Limited,543.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Springbank Care Home Limited T/A Springbank Nursing Home,544.55,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),547.67,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,551.41,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Northcote Developments Limited,559.93,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Baltimore Care Limited,560.29,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,MHA Care Group t/a Morel Court,561.01,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Northcote Developments Limited,561.19,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Waverley Care Centre Limited,566.10,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,566.59,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Waverley Care Centre Limited,566.82,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,569.17,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Baltimore Care Limited,570.30,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Waverley Care Centre Limited,571.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,572.44,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Northcote Developments Limited,575.49,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,MHA Care Group t/a Morel Court,575.62,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Waverley Care Centre Limited,587.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,594.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Beatrice Webb Residential Home,598.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,The Manor House St Hilary Limited T/A Milsom House,598.76,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Acorn Luxury Care Limited,600.02,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Waverley Care Centre Limited,600.71,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Waverley Care Centre Limited,602.14,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,605.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,609.11,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Waverley Care Centre Limited,622.78,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,623.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Waverley Care Centre Limited,634.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Waverley Care Centre Limited,638.14,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,648.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,651.09,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,MHA Care Group t/a Morel Court,652.22,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,656.15,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,656.15,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,656.15,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Waverley Care Centre Limited,656.61,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Springbank Care Home Limited T/A Springbank Nursing Home,658.47,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),662.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,The Manor House St Hilary Limited T/A Milsom House,665.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Springbank Care Home Limited T/A Springbank Nursing Home,665.55,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,667.04,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,669.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,671.76,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,672.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Northcote Developments Limited,680.68,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,687.67,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,711.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Springbank Care Home Limited T/A Springbank Nursing Home,718.27,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Waverley Care Centre Limited,728.42,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Larchwood Care Homes (North) Limited T/A Ty Dinas,730.87,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Waverley Care Centre Limited,742.46,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,E & A Homes Limited T/A St Jude Care Home,761.19,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Waverley Care Centre Limited,771.57,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Waverley Care Centre Limited,771.57,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,774.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Ely Court Care Limited t/a Ely Court Care Home,785.65,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Ely Court Care Limited t/a Ely Court Care Home,786.69,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,797.90,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Forge Care Homes Limited t/a The Forge Care Centre,925.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,The Manor House St Hilary Limited T/A Milsom House,943.53,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Oakville Care Limited t/a Romilly Nursing Home,"1,007.84",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,"1,014.97",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Hallmark Care Homes (Cardiff) Limited t/a Regency House Care Home,"1,058.06",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Leonard Cheshire Disability,"1,386.55",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Llysywaun Limited t/a Bayview Lodge Nursing Home,"1,477.46",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,Ely Court Care Limited t/a Ely Court Care Home,"1,573.38",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,215489,E & A Homes Limited T/A St Jude Care Home,"1,848.60",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,216179,Springbank Care Home Limited T/A Springbank Nursing Home,535.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,216179,Crusader Medical Care Limited T/A St Saviours Nursing Home,561.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,216179,Springbank Care Home Limited T/A Springbank Nursing Home,577.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,216179,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,634.39,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,216179,Ely Court Care Limited t/a Ely Court Care Home,683.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,216179,Springbank Care Home Limited T/A Springbank Nursing Home,748.98,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,216179,Leonard Cheshire Disability,"1,312.64",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,216179,Llysywaun Limited t/a Bayview Lodge Nursing Home,"1,582.72",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,216179,Voyage 1 Limited t/a Falcons Rest & Poachers Cottage,"1,869.77",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,216179,Care 4 U (Neath) Limited,"1,892.19",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,216179,Valebrook Care Homes Limited,"2,004.65",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,216179,Voyage 1 Limited t/a Brook Lodge,"2,606.71",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,550.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Glasallt Fawr Camphill Centre,"1,093.14",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,"1,110.86",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,The Cedars Care Services Limited T/A Oaklands,"1,149.55",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Valebrook Care Homes Limited,"1,171.85",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Ocean Community Services Limited t/a Westminster Court Care Home,"1,211.78",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Vale Phoenix Ltd t/a Dan y Bryn House,"1,245.28",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,The Cedars Care Services Limited t/a The Cedars,"1,519.59",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Valebrook Care Homes Limited,"1,567.58",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Valebrook Care Homes Limited,"1,599.70",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Amethyst Health Care Limited t/a Hillstone House,"1,626.91",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Heatherleigh Care Ltd,"1,725.90",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,The Cedars Care Services Limited t/a The Cedars,"1,752.87",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Valebrook Care Homes Limited,"1,836.01",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Amethyst Health Care Limited t/a Hillstone House,"1,868.74",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Llysywaun Limited t/a Bayview Lodge Nursing Home,"1,913.62",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Valebrook Care Homes Limited,"1,959.68",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Valebrook Care Homes Limited,"2,005.17",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Amethyst Health Care Limited t/a Hillstone House,"2,006.76",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,The Cedars Care Services Limited t/a Sycamore House,"2,010.80",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Accomplish Group Limited,"2,024.20",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Valebrook Care Homes Limited,"2,221.02",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,"2,345.79",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Accomplish Group Limited,"2,383.51",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,217909,Ocean Community Services Limited t/a Beech House,"2,455.65",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218321,Isman & Kinze Essa T/A Haven House,503.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218321,Liam George t/a Claremont Care Home,554.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,554.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218321,Adriana Limited T/A The Priory Nursing Home,632.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218321,J and P Residential Homes Limited T/A Monkstone House,653.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,653.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218321,Waverley Care Centre Limited,749.92,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218321,Waverley Care Centre Limited,820.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218419,Parkcare Homes Limited t/a The Willows Care Home,519.93,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,522.89,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218419,E & E Homes Limited T/A Cliffhaven Residential Home,525.43,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218419,Baltimore Care Limited,526.89,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218419,June Zehetmayr t/a Tower Hill Residential Home,526.89,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218419,Harrison Care Enterprises Barry Limited t/a Island View,528.98,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218419,Sunrise Operations Cardiff Limited t/a Sunrise of Cardiff,529.77,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218419,E & E Homes Limited T/A Cliffhaven Residential Home,530.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218419,Northcote Developments Limited,532.39,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218419,Northcote Developments Limited,538.20,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218419,Northcote Developments Limited,538.76,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218419,Hebron Hall Limited,547.65,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218419,Baltimore Care Limited,548.11,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218419,Harrison Care Enterprises Barry Limited t/a Island View,548.17,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218419,E & E Homes Limited T/A Cliffhaven Residential Home,548.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,30/06/2020,218419,Breaksea Residential Homes Limited T/A Newton Care Home,551.25,Revenue
