Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,216179,Voyage 1 Limited t/a Falcons Rest & Poachers Cottage,"1,726.30",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217906,The Cedars Care Services Limited t/a Sycamore House,"1,089.07",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Accomplish Group Limited,"1,821.48",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Accomplish Group Limited,"2,146.47",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Accomplish Group Limited t/a Cedar House,"1,582.70",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Amethyst Healthcare Limited t/a Hillstone House,"1,967.87",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Amethyst Healthcare Limited t/a Hillstone House,"7,798.20",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Amethyst Healthcare Limited t/a Hillstone House,"1,725.34",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Amethyst Healthcare Limited t/a Hillstone House,"1,501.14",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,500.05,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,507.15,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Glasallt Fawr Camphill Centre,995.72,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Glasallt Fawr Camphill Centre,"1,544.90",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Heatherleigh Care Limited t/a 106 Splott Road,"1,563.71",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Heatherleigh Care Limited t/a 106 Splott Road,"1,223.14",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Llysywaun Limited t/a Bayview Lodge Nursing Home,"1,724.90",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Ocean Community Services Limited t/a Westminster Court Care Home,"1,116.27",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,"2,167.63",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,"1,022.70",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,The Cedars Care Services Limited T/A Oaklands,"1,058.57",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,The Cedars Care Services Limited t/a Sycamore House,990.42,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,The Cedars Care Services Limited t/a Sycamore House,"1,857.05",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,The Cedars Care Services Limited t/a The Cedars,"1,617.93",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,The Cedars Care Services Limited t/a The Cedars,"1,401.64",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Vale Phoenix Limited,"1,079.73",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Vale Phoenix Limited,"1,116.94",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Valebrook Care Homes Limited,"1,654.39",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Valebrook Care Homes Limited,"1,999.50",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Valebrook Care Homes Limited,"1,420.24",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Valebrook Care Homes Limited,"1,767.35",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Valebrook Care Homes Limited,"1,861.95",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,217909,Valebrook Care Homes Limited,"1,390.24",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218321,Adriana Limited T/A The Priory Nursing Home,536.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218321,Hafod Care Association Limited,635.50,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218321,Harrison Care Enterprises Barry Limited t/a Island View,520.91,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218321,Isman & Kinze Essa T/A Haven House,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218321,J and P Residential Homes Limited T/A Monkstone House,600.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218321,Liam George t/a Claremont Care Home,516.45,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,600.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,501.35,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218321,Waverley Care Centre Limited,909.98,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218416,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,919.41,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218416,The Manor House St Hilary Limited T/A The Manor House,748.35,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Baltimore Care Limited,508.51,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Baltimore Care Limited,527.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Baltimore Care Limited,521.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,"3,571.32",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,534.62,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,David Austin t/a Silverdale,663.68,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,E & E Homes Limited T/A Cliffhaven Residential Home,"2,603.52",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,E & E Homes Limited T/A Cliffhaven Residential Home,501.05,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,E & E Homes Limited T/A Cliffhaven Residential Home,505.20,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Forge Care Homes Limited t/a The Forge Care Centre,549.58,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,784.67,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,"1,215.50",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,501.96,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,650.88,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,514.75,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,544.81,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,503.11,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Hebron Hall Limited,"6,048.83",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Hebron Hall Limited,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Hebron Hall Limited,944.29,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Hebron Hall Limited,503.59,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Hebron Hall Limited,650.88,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Hebron Hall Limited,929.83,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,650.88,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,518.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,516.56,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,514.99,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,"3,780.00",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,511.28,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,650.88,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,"5,223.61",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Middlepatch Limited T/A College Fields Nursing Home,516.12,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Middlepatch Limited T/A College Fields Nursing Home,539.18,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Northcote Developments Limited,"2,935.95",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Shirwan Al-Mufti & Ptn t/a Pontcanna House,600.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,The Manor House St Hilary Limited T/A The Manor House,"3,254.40",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Waverley Care Centre Limited,508.92,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Waverley Care Centre Limited,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Waverley Care Centre Limited,650.88,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Waverley Care Centre Limited,574.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,218419,Waverley Care Centre Limited,688.89,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,27-Nov-2018,101213,John Watts t/a JDW Landscapers,"2,955.00",,
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,27-Nov-2018,319010,Ceri Williams t/a Mobile Tyre Services,"3,398.33",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,27-Nov-2018,365790,Paula Smith t/a Smiths Travel,"1,755.00",,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,27-Nov-2018,837171,Emma M Price,"1,000.00",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,27-Nov-2018,216181,Sight Cymru,"5,200.00",,
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,27-Nov-2018,239030,Cardiff Third Sector Council (C3SC),"15,750.00",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101005,Globebrow Limited t/a Manor Adventure,"1,700.00",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101007,KT Electronics & Communications Limited,"1,295.00",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101007,Protec Fire Detection Plc,627.31,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101007,TTS Group Limited,549.95,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101030,Academics Limited,702.20,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101030,Academics Limited,702.20,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101030,Academics Limited,"1,095.80",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101030,Academics Limited,"1,418.81",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101134,Ricoh UK Limited,780.78,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101137,For Schools Support Limited,783.75,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101137,Glen Cleaning Company Limited,"1,960.58",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101137,Globebrow Limited t/a Manor Adventure,"1,100.00",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101137,One Team Logic Limited,548.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101137,PEAC (UK) Limited,597.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101140,Teachers2Parents Limited,545.04,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101140,The Consortium for Purchasing and Distribution Limited,540.01,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101141,Amazon EU Sarl UK Branch,518.34,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101229,United-UK LLP,550.00,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101306,Dwr Cymru Cyf,"1,157.11",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,101308,Dwr Cymru Cyf,"1,841.40",,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,102593,R82 UK Limited t/a Etac,"1,345.00",,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,28-Nov-2018,103030,Academics Limited,770.20,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,28-Nov-2018,103030,Academics Limited,787.20,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,28-Nov-2018,104381,Dale Building Maintenance Limited,"3,673.20",,
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,28-Nov-2018,120080,Askews & Holts Library Services Limited,680.50,,
DIRECT LEARNING AND SKILLS,CATERING,28-Nov-2018,150401,Brake Bros Limited,"7,569.41",,
DIRECT LEARNING AND SKILLS,CATERING,28-Nov-2018,150401,Castell Howell Foods Limited,"10,735.16",,
DIRECT LEARNING AND SKILLS,CATERING,28-Nov-2018,150401,WR Bishop (Tonyrefail) Limited,"2,108.80",,
DIRECT LEARNING AND SKILLS,CATERING,28-Nov-2018,150671,Brake Bros Limited,"4,256.34",,
DIRECT LEARNING AND SKILLS,CATERING,28-Nov-2018,150671,Castell Howell Foods Limited,"5,134.12",,
DIRECT LEARNING AND SKILLS,CATERING,28-Nov-2018,150671,Chapple & Jenkins Limited,"2,087.46",,
DIRECT LEARNING AND SKILLS,CATERING,28-Nov-2018,150671,Peter's Food Service Limited,"1,120.14",,
DIRECT LEARNING AND SKILLS,CATERING,28-Nov-2018,150671,Phil-a-Cup Limited T/A Argies Coffee,775.93,,
DIRECT LEARNING AND SKILLS,CATERING,28-Nov-2018,150671,The Real Wrap Co. Limited,"1,097.54",,
DIRECT LEARNING AND SKILLS,GF CATERING,28-Nov-2018,154401,Alliance Disposables Limited,858.00,,
DIRECT LEARNING AND SKILLS,GF CATERING,28-Nov-2018,154401,Alliance Disposables Limited,941.08,,
DIRECT LEARNING AND SKILLS,GF CATERING,28-Nov-2018,154401,Supacleen Limited,"1,900.00",,
DIRECT LEARNING AND SKILLS,GF CATERING,28-Nov-2018,154401,Wonder Marketing Limited t/a Wonder Company,900.00,,
DIRECT LEARNING AND SKILLS,GF CATERING,28-Nov-2018,154401,Wonder Marketing Limited t/a Wonder Company,"1,875.00",,
DIRECT LEARNING AND SKILLS,GF CATERING,28-Nov-2018,157800,Castell Howell Foods Limited,823.11,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,BetterCare Keys Limited,"10,656.87",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,BetterCare Keys Limited,"10,656.96",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Care 4 Children Residential Services Limited,"1,904.40",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Care 4 Children Residential Services Limited,"20,698.20",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Foster Care Associates Limited,818.16,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Foster Care Associates Limited,843.50,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Foster Care Associates Limited,818.16,,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Foster Care Associates Limited,"6,311.52",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Foster Care Associates Limited,"6,507.00",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Foster Care Associates Limited,"7,664.22",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Horizon Care & Education Group Limited,"14,357.14",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,321.60",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,190.81",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,870.49",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,870.49",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,726.96",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,190.81",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"4,076.32",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,806.41",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,954.11",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,190.81",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,597.44",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,872.37",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,190.81",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,239.40",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"2,872.37",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"3,190.81",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"1,619.70",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"1,595.40",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"1,458.05",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,Pathway Care Limited T/A Calon Cymru Fostering,"1,436.18",,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,28-Nov-2018,260060,The Foster Care Co-Operative Limited,"3,541.75",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,28-Nov-2018,325892,Centregreat Limited,"1,621.95",,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,28-Nov-2018,333013,Ace Site Services (UK) Limited,"7,800.00",,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,28-Nov-2018,333013,Complete Weed Control (South Wales) Limited,"1,200.00",,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,28-Nov-2018,333154,The Firewood Company (UK) Limited T/A Esa Tree Care,"2,100.00",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,28-Nov-2018,365784,Cycle Training Wales Limited,"2,500.00",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,28-Nov-2018,365786,Cardiff City Transport Services Limited,"2,913.84",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,28-Nov-2018,365786,First Cymru Buses Limited,"9,223.04",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,28-Nov-2018,365787,Cardiff City Transport Services Limited,"6,510.00",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,28-Nov-2018,365787,First Cymru Buses Limited,"3,603.16",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,28-Nov-2018,365787,New Adventure Travel Limited,"19,170.00",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,28-Nov-2018,365789,Peyton Travel Limited,780.00,,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,28-Nov-2018,365790,Apollo Minibus & Coach Hire Limited,"1,447.50",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,28-Nov-2018,365790,Peyton Travel Limited,780.00,,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,28-Nov-2018,365791,Cardiff City Transport Services Limited,"1,180.00",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,28-Nov-2018,365791,New Adventure Travel Limited,"11,670.00",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,28-Nov-2018,365791,New Adventure Travel Limited,"22,087.00",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,28-Nov-2018,365796,New Adventure Travel Limited,"25,470.00",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,28-Nov-2018,365803,Apollo Minibus & Coach Hire Limited,"1,890.00",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,28-Nov-2018,365803,Tasmim Limited,"14,976.60",,
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,28-Nov-2018,400060,Computacenter (UK) Limited,"1,095.63",,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,28-Nov-2018,405103,Llamau Limited,"17,992.38",,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,28-Nov-2018,812194,Willis Construction Limited,"5,370.20",,
